"This is quite good:
Vancouver director releases hilarious ""Stay in your fucking house!"" #COVIDCanada public service announcement video
https://t.co/vKVso2ily2 https://t.co/ljhWYQSG0U"
"Seemed appropriate. #wfh #covid_19 #bahhumbug #morningcoffee @ North Vancouver, British Columbia https://t.co/74fxbocOHU"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/vaZEGiV8lv"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/x2aLCvMPHe"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/5aJ8IdLyuZ"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/BTktMtjOey"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/AJ2UcPdHKV"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/3Pkpg4qZAb"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/nldAg0jM8t"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/BWpGw5zKfx"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/yHjRLRv2f1"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/aT06exLp5F"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/Ag0q0vZNYg"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/UMTN3Dnaxp"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/BU30esvjNR"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/tFr2lHrM9a"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/yMGYmTtLhM"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/eiuOJfWwEX"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/2FDq4k47el"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/oVyKSZ0VHk"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/SbafDvwva8"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/v69AQp996c"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/waXu98TTVK"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/QTwkztIHHb"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/CFnKaHTi0H"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/6QSiAxIpEO"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/t5wTN3FV7s"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/WHFkRyZH1O"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/Nrhej5GzKC"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/bSrpPzG57H"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/sAj0zgz7nF"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/sw9AayeGmF"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/hsXvpUXtpi"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/tEFsAa5oAn"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/xdUHdujatO"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/sRe4m8IuAX"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/mzJ5AR83gK"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/E5VSneQ6Z8"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/jDbHVrUxCy"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/YSbWxgXw4K"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/bGhAMF5ih9"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/nsNNeX5YMf"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/BX812ZKOea"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/A74iwdl3tq"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/ja8KRdojeq"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/qkiBFWxNgc"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/UqDpi5rA9J"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/9SLt9eh3hF"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/6piFuSPXUz"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/9FXxo4hSWQ"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/oW9XRL4ov2"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/Nu0JNr8wfV"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/kQNF6rOk9f"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/ssn4fHOKNN"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/XewWPbkSyT"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/HCuAuDKN1W"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/1P55bc7nuX"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/HtkysRw4aG"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/PmqlUhI3EF"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/5NQZ27MdOg"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/eTi0vJ8v7Z"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/eqqcyKt9I4"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/VAINaVJkXQ"
"COVID-19 update for Canada, March 23: $50,000 fine for Vancouver businesses https://t.co/dWS3gitYLH"
📺EXCLUSIVE VIDEO: Healthcare workers report to drive-in #coronavirus testing site in Vancouver #bcpoli #cdnpoli #covid19 #COVID19BC  https://t.co/fsQRRPF3Qn
"""More than 100 guests came to the Unitarian Church of Vancouver on 49th Avenue at Oak Street including some from Washington State and international locations"" 
https://t.co/YRSnpB24V9"
One view from Vancouver - Covid-19 won't change my narcissistic generation @UnHerd https://t.co/fPafvVYn5V
Vancouver City Council will vote today on whether to adopt new bylaws allowing fines for businesses that don't uphold physical distancing rules. https://t.co/GVY0UbLshc
"March in Vancouver going out like a lion. Social distancing, Mother Nature-style.  #bcstorm #coronavirus https://t.co/l9Xs7FnF1e"
"COVID-19: The time for asking nicely is over in Vancouver
https://t.co/RHaGAAarJx"
"Make today the day you thank a first responder!
COVID-19: Vancouver firefighters haul in a 'contactless' pizza delivery https://t.co/Vqx3cxn74F"
"When pleading is no longer enough to stop the spread of the virus. #COVID19
https://t.co/lkM1DL8QcK"
"The move affects routes serving Metro Vancouver's ferry terminals.

https://t.co/cDP95CmX2o"
"UBC zoology says there's a coronavirus case on campus

https://t.co/sAfTzHre6S"
"Vancouver’s mayor says fines, business closures and other penalties could be on the way to enforce social distancing measures amid the coronavirus pandemic.

https://t.co/lgee0DEmsK"
"Vancouver mayor says fines, penalties coming to enforce coronavirus measures. https://t.co/hG7qtEKPwY #Vancouver #coronavirus"
COVID-19: The time for asking nicely is over in Vancouver https://t.co/5CZrIKkSDz
"We can still flatten our curve. Hundreds of BC doctors are begging you to stay home as hospitals already feeling the pain of COVID-19 cases in Metro Vancouver, critical care beds filling. Data on current heartbreaking trajectory here: https://t.co/ZA9MuPEC43 @NEWS1130"
"Vancouver mayor says fines, penalties coming to enforce coronavirus measures | https://t.co/fthjYb06ht https://t.co/57cfu9aQWO"
"Bookstores in Vancouver are stepping up, delivering books &amp; keeping the world literate.
As we're in #Fredericton, shout-out to Westminster Books @westminsterbks! They deliver &amp; special order, so give them a call!
#StepUp #FightCabinFever #OrderABook
https://t.co/9MzOlaNfxr https://t.co/qgPAuE4O1f"
"@StephenKing To date, l haven't  heard about any major Coronavirus outbreak in Vancouver's large Chinese Community. Trump would have a tuff time with this one on Canadian soil. We do things differently here. Less propaganda and more unity. Your Président is not really at heart welcomed here!"
The disregard for others human rights over peoples right to travel has come into question. The boundaries at which these rights apply is being directly challenged. https://t.co/dMGDfbH6CH  #POLI220Winter2020
"Some of Vancouver's habits are too ingrained for even a pandemic to change, it seems. Packed beaches, crowded trails — Vancouver is being called the 'Florida' of Canada as COVID-19 pandemic sweeps the nation. 

https://t.co/fkMEGGzP8J"
Canadian dies in Japan from coronavirus-related complications | News https://t.co/CvychTQWA5
"IS BC THE NEXT ITALY ? OUR DOCTORS THINK SO

If you are in #Vancouver, this is not the headline you want to see this morning. Many BC citizens are sleepwalking through this #coronavirus debacle. Is it inevitable ?

Read it here:

FlattenTheCurve
--&gt;&gt; https://t.co/ih9Upeb8Te https://t.co/r3NRDbq31e"
We want to hear how you are adjusting to your life at home! Send us a message: feedback@breakfasttelevision.ca for a chance to be featured on Breakfast Television Canada!  #Covid_19 #COVIDー19 https://t.co/7v9q70paKd
"""The real estate board in British Columbia advised members to stop holding open houses to minimize spread of coronavirus. https://t.co/iVpctCajnr"
"@WhistlerHeidi People have to stop gathering in BC or else we will go into national lockdown. Period. 

BC has been the single outlier of people refusing to follow the rules. 

And I’ve got all these morons in Vancouver “coronavirus doesn’t spread on the beach!!!1” 

Y’all need HELP"
"The #CHFCA (@PoweringNow) and #PSA are continuing to monitor the #coronavirus situation and its potential impact of f-cell+HFC 2020 in Vancouver which has been postponed to 8th-9th June.

#H2View #hydrogen #decarbonise @hyfcell_Canada

https://t.co/v99iR8tQ65"
"keeping a distance of at least 2 arms lengths (approximately 2 metres) from others, as much as possible
#SurreyBC #Vancouver #COVIDー19 #COVIDIOTS  #coronavirus"
"The CHFCA (@PoweringNow) and PSA are continuing to monitor the #coronavirus situation and its potential impact of @hyfcell_Canada 2020 in Vancouver which has been postponed to 8th-9th June.

https://t.co/ck55Eat1Mf"
COVID-19: The time for asking nicely is over in Vancouver https://t.co/GPLwn7rkRH
Trudeau launches plan to mobilize Canadian industry to fight coronavirus | News https://t.co/RIpyGbPAxd
"This is the fucking bullshit I'm talking about. Canada is FAILING it's people!!

No COVID-19 testing for cluster of illness after Vancouver memorial service | CBC News https://t.co/SIcbWYxd8P"
Group of travellers who visited Whistler confirmed positive for coronavirus | News https://t.co/mLGS8ly9pD
No COVID-19 testing for cluster of illness after Vancouver memorial service - https://t.co/oz4guBSYwd https://t.co/odE65yNCVv
"No COVID-19 testing for cluster of illness after Vancouver memorial service 

https://t.co/iwsVWxRYiH"
TransLink adjusts schedules to account for drop in ridership https://t.co/iGjIW3KljL #COVID19Vancouver #Vancouver
Vancouver to introduce fines for businesses that ignore COVID-19 precautions https://t.co/8CHXfIEqPb
"If not now, then when? @EcoGREENCleaningServices is the Vancouver area safe from coronavirus and other deadly diseases by providing organic and eco-friendly cleaning service to all residential and commercial places. Call now #604-700-6808 to get a quote. https://t.co/vK6IwJWHE7 https://t.co/LoilBGGUm6"
Nearly a dozen people who attended a memorial service on Vancouver's West Side when gatherings were still allowed have fallen ill. They'v been told they are not eligible for testing — illustrating B.C.'s changing strategy against COVID-19. https://t.co/7OPnwY8vlg
"Vancouver mayor says fines, penalties coming to enforce coronavirus measures | https://t.co/nbhBppynG4 https://t.co/2jpp4TN8Wk"
COVID-19: The time for asking nicely is over in Vancouver https://t.co/IoA93z19XX
To little too late... https://t.co/fByFnkLKW7
Vancouver city council voting today on a bylaw that would allow officers to issue penalties to large gatherings or people not keeping 2 metres apart. #covid19BC #CovidBC https://t.co/lt5zsWQOkf
Vancouver mayor mulls ‘more extreme version’ of COVID-19 lockdown https://t.co/8tnO4xO1MK
"@jkenney @CMOH_Alberta @CPHO_Canada Asking for compliance in NS didn’t work.  same scene in Vancouver and here.  If people don’t listen, what other choice is there ? Accept possible very bad outcome by delaying strict measures or end with short term lockdown now ?
https://t.co/qHKF14pBUv"
COVID-19: The time for asking nicely is over in Vancouver https://t.co/KfjlVoMnzo
"@bookingcom I had booked 4 hotels in Canada for my vacation trip. However, due to Coronavirus pandemic, I had to cancel all my bookings. However, there was one hotel booking of Sun House, Vancouver which I couldn't find 'My bookings' section to cancel."
"@Shell was just at one of your stores in Vancouver, and was told I wasn't able purchase anything because I only had cash. Is this a company wide policy? I understand the fears over COVID-19, but currency is the dirtiest object we come in contact with everyday..."
"""Beer pong. This isn't a game. People are dying."" Vancouver to introduce fines for businesses that ignore COVID-19 precautions - CTV https://t.co/KIAfVjHW3r https://t.co/2p5oe93wgy"
"@derrickokeefe We have the Fairmont &amp; Vancouver Hotel closed it doors.  Please open up to the Homeless folks to stay in and to contain COVID 19.  London, UK has done this already.  A friend told me this."
#Social_Distancing #COVIDー19 please observe #MayorKennedy #KennedyStewart #Vancouver #shutdown #stayput #savelives &amp; #stayapart to #staytogether. #CoronavirusCanada #coronavirus #COVID19 https://t.co/K1Omg4guiD
"Silver Linings in a Pandemic. 
From the PM's address to kids to a group clap for healthcare workers in the West End of Vancouver, there are some positives to celebrate.
https://t.co/SAzMu5ZniX"
#Canada Metro Vancouver residents continue to gather outdoors despite dire COVID-19 warnings https://t.co/vcv05V5y9C
Action needed now to prevent spread of coronavirus in Downtown Eastside: Vancouver mayor: https://t.co/URiKnsRmFe https://t.co/cI1RjyP1Co
"Canada will always have a special place in my heart! 😃

#Olympics2020 #Tokyo2020 #COVID19 #Olympics2021 

https://t.co/JNVwcTcA51"
"Housing, poverty ministries outline COVID-19 response for vulnerable populations - CFJC Today Kamloops https://t.co/z9z7gLGSgM #housing #Vancouver #development #planning #letstalkhousing"
COVID-19 update for March 21: Here's the latest on coronavirus in B.C. - The Province https://t.co/UzwyDKMqGA #housing #Vancouver #development #planning #letstalkhousing
How the coronavirus took North Vancouver’s Lynn Valley Care Centre - The Globe and Mail https://t.co/IzuMQqATVa #housing #Vancouver #development #planning #letstalkhousing
"Unbelievable that the BC gov is refusing to release this information #bcpoli #bcleg 

Vancouver Island doctor wants locations of COVID-19 patients made public
https://t.co/VrqqhXlTBe

Best data"
"""In other words, Hong Kong’s flu rate has dropped to almost zero. In those two weeks, comparing 2019 to 2020, the flu rate is down by 98 per cent.""
Coronavirus: Go home Vancouver. Social distancing is not a party https://t.co/cy2WqSiNgD via @scmpnews"
Stay the f*ck home. Stay the f*ck home.  Stay the f*ck home.  Stay the f*ck home.  Stay the f*ck home.  #Vancouver #COVIDー19 #coronavirus
So much ❤️ for the #DTES community right now. https://t.co/umZR7IL3Ft
Why our public transportation still running? Wuhan shut off their buses and subways as one of their early methods to stop the spread of covid-19. #COVIDー19 #coronavirus #Vancouver
"British Columbia Metro #Vancouver officials should start to ban public gathering of ANY SIZE to get a firmer grip on this #coronavirus #COVID19 #Pandemic Anyone violating the order to be fined, jailed or both. Tough times need tougher measures https://t.co/Y1w7kDHzIh"
Metro Vancouver residents continue to gather outdoors despite dire warnings. https://t.co/JEFIxxnter
Lisa Helps: Covid-19: Restrict Access To Vancouver Island - Essential Services/Supplies/Residents ... https://t.co/gDTnno3Vr8 via @CdnChange
"COVID-19: Virus leads to surge of local food, seed sales in Vancouver https://t.co/ixfVT84dbK"
"My condition now. Rusted bicycle 😂😂
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#bicycle #rust #rustbike #rustedbeauty #samsunggalaxys9plus #cycling #coronavirus #coronaviruscanada #covid_19 @ Vancouver, British Columbia https://t.co/iyu7BMiZ0v"
Metro Vancouver residents continue to gather outdoors despite dire COVID-19 warnings https://t.co/De3itgngXz https://t.co/em9Q92NzF9
"https://t.co/OWnKpvyEOm
Desperate times call for desperate measures...
#BewareOfScams #Covid19"
COVID-19: The time for asking nicely is over in Vancouver https://t.co/mWYxvBNqWx
"Vancouver: ""Our message is clear: Shut down, Stay put, Save lives. “While many residents have responsibly kept two metres away from others in public, too many people still think the rules do not apply to them."" Bylaw change to include enforcement of orders https://t.co/6j8vIY7AOM"
Due to the COVID 19 outbreak in Vancouver I will be sucking my own dick and slapping my own ass
"Vancouver city council to vote Monday to put teeth into its #coronavirus state of emergency bylaw, with fines up to $50,000. #vanpoli #vanRE #bcpoli https://t.co/DvPoMKFZ4q"
@ezralevant I think I now understand why China is not reporting any new #Coronavirus cases. All positives get put on a plane to Vancouver. #ChinaVirus #ChinaLiedPeopleDied
"Fantastic; muzzling the news in #bcpoli. And in the sidebar, Asian giant hornets are coming too. https://t.co/TRx4l1n38D"
@FairQuestions @KennyDWallace You don't see this happening in Alberta: https://t.co/aEwQEFPiRD
"“This isn’t a game. People are dying.” @kennedystewart #COVIDIOTS #Vancouver
https://t.co/F5ViSu3NqC"
Vancouver to introduce fines for businesses that ignore COVID-19 precautions https://t.co/ZgZXSBCFxR
"From my balcony in #westend, 7pm today: public applause in support of our hard-working health care workers in #Vancouver. If you hear some cheers and shouts, step out your balcony and show some support &amp; make some noise!!! #clapfordoctors #StayAtHome #StayHome #coronavirus https://t.co/H8MpHhqbZJ"
"@NikolovScience @FBzorze @Skabbraven88 ￼

Scenes from the Downtown Eastside as health officials have recommended strict social distancing to prevent the spread of COVID-19 in Metro Vancouver.

People sharing needles but..... This"
And so the closures continue... Parking lots will be closed while parks remain open. #socialdistancing #coronavirus https://t.co/DYGykBGHSU
But even with this added permission... will it be enough? Will it come in time? #socialdistancing #coronavirus #COVID19 https://t.co/64CAV1rrEG
"Isolation Sunday continues with unboxing some amiibos I bought in the beforetimes

#isolation #isolated #wiiu #amiibo #castlevania #unboxing
#nintendo #coronavirus #covid19 #socialdistancing @ Vancouver, British… https://t.co/pSnvVv780c"
"COVID-19 Drive-thru testing now open in #Vancouver for front line workers.
#COVIDVancouver
https://t.co/WZkdjYmXOX"
"""The time of asking nicely is coming to an end."" 

Thank you @kennedystewart for this must needed step for enforcing mandatory precautions 👏

https://t.co/3YClb37Bs2"
"This is the situation with Covid-19 in Vancouver, British Columbia right now. People aren't understanding the severity of this virus. 

#COVIDー19
#coronavirus 
#Vancouver https://t.co/6l7SK2cOep"
COVID-19: The time for asking nicely is over in Vancouver https://t.co/taTXKAL00D via @VancouverSun #covid19 #coronavirus
COVID-19: TransLink reducing service as ridership declines - Vancouver Sun https://t.co/tnlguHsnuN
"COVID-19: Vancouver closes park and beach parking lots, outdoor recreation closing across Metro Vancouver https://t.co/3rvJu9KxR8 via @georgiastraight"
"Yes!  At 7 pm in #Vancouver we had neighbours in our building &amp; across street all supporting healthcare workers, retail clerks, pharmacists, first responders: everyone fighting #COVIDー19 &amp; #coronavirus ! Every night: join us! #Vanpoli #BCpoli https://t.co/qB94qPYbWv https://t.co/pKb3JBcOs1"
COVID-19: Vancouver Island woman aims to bring some light to difficult situation https://t.co/lmSlUzWwei
"PEOPLE OF #VANCOUVER! Smarten up!!! 
—
COVID-19: Is B.C. on the same trajectory as Italy? Our doctors think so https://t.co/ZhOainUD7U"
"Vancouver mayor says fines, penalties coming to enforce coronavirus measures | https://t.co/TMKzAGLSc3 https://t.co/TBiZhgMb0i"
@sharemyopinion For example -&gt; https://t.co/7F70o9Tkjl
"Communities across across the country are bracing for hard times ahead because of the COVID-19 outbreak, but Port McNeill, a small logging town on the north end of Vancouver Island, has been dealing with extraordinary circumstances for months. https://t.co/0Hdg0UXBtr"
"COVID-19: Vancouver closes park and beach parking lots, outdoor recreation closing across Metro Vancouver https://t.co/TajxWr1Gzh"
"@JustinTrudeau  Hello. I am an international medical graduate.
An ophthalmologist ,cornea and cataract surgeon and now I have my own startup in Vancouver, OPHTHALIGHT.
I want to help my people in COVID-19 Pandemic with no pay."
@GlobalBC they need to checkout the no frills and fruiticana on 128th &amp;96ave. https://t.co/dIspLQW6rc
"Want to talk about a small trip to @Walmart I had this evening.

Let's include @WalmartWorld @WalmartInc @WalmartOrg @WalmartAction @walmarthelp @WalmartLabs in this #COVIDー19 &amp; #coronavirus.

Store number #5461 in Vancouver, Washington."
"Michael Geller is a super well respected Vancouver resident. The lower mainland has the greatest #Covid_19 death &amp; infection rate in BC because Trudeau refused to stop flights direct from China from landing at YVR. But hey, hate Trump &amp; want him charged for ""accessory to murder"" https://t.co/aSo9xnEV5A"
"Nurse Practitioner (NP) – COVID-19 Resp… job at Vancouver Coastal Health - Vancouver, BC https://t.co/XzmLEWpEp1 #Indeed #jobs"
"FFS, pay attention.  The time for asking nicely is over in Vancouver https://t.co/pVZwJOilPX #excusetheswearing"
"14,000 Greater Vancouver-area realtors advised to refrain from holding open houses due to COVID-19 https://t.co/vtFUjKYzop via @georgiastraight"
"Things to Do in Vancouver this Weekend: Mar 2020 -  

https://t.co/N4UyV7ORvi

#coronavirus #COVIDIOTS #COVID19BC #Vancouver #STAYHOME"
"Keep it safe and stay home team! 

#lunges #legday #onlinept #6weeks #starts #tomorrow 
Lol 

#health #covid_19😷 #besafe @ Vancouver, British Columbia https://t.co/gLb2pJrsgq"
Vancouver to legislate quarantine... Quebec closing malls.. @fordnation Please consider same! https://t.co/yxB6TxCGGi
